id,question_id,term,answer_zh,intended_ja,bluesky_uri,posted_at,created_at,draft_zh,correction_note,scheduled_at
65,65,1,我最好的朋友是小学同学，当时住在我家旁边。她跟我一样是个宅女，现在迷上了《名侦探柯南》中的诸伏高明。因为她喜欢吃红薯甜点，所以我买特产的时候会选红薯味的点心送给她。,小学校の同級生で、隣に住んでました。私と同様にオタクで、今は名探偵コナンの諸伏高明にハマっています。さつまいものスイーツが好きなので、お土産を買うときはさつまいものお菓子を選んでいます。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m2qv3r3m7k2j,2025-10-09 09:52:47.438+00,2025-12-30 12:22:27.110644+00,,,
66,66,1,"我觉得不是。我是一个比较粗心的人。
工作的时候，我会注意尽可能做得细心一些。","違うと思います。比較的大雑把な人間です。
仕事の時はなるべく細かくやるように気をつけています。",at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m2tvs5zwfs22,2025-10-10 14:43:18.427+00,2025-12-30 12:22:27.222912+00,,,
67,67,1,我觉得晴天比雨天好。与其说喜欢晴天，不如说不太喜欢雨天。因为雨天的时候，我常常头疼，感到疲倦，身体不舒服。,どちらかと言うと晴れの日の方が好きです。晴れが好きと言うより雨がそれほど好きではありません。雨の日は、ちょくちょく頭が痛くて、だるくて、体調が悪いからです。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m2wh562qc22y,2025-10-11 14:59:00.64+00,2025-12-30 12:22:27.333324+00,,,
68,68,1,我想学阿拉伯语。我没学过从右往左写的文字，所以对此很感兴趣。日语的教材比较少，但我想从记文字的写法开始学。,アラビア語を勉強してみたいです。右から書く文字を勉強したことがないので、興味があります。日本語の教材が少なめですが、最初は文字の書き方を覚えるとこから始めたいです。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m2ytfm73sc2s,2025-10-12 13:43:48.276+00,2025-12-30 12:22:27.440325+00,,,
69,69,1,现在晚上十点二十分。明天有工作，我该睡觉了。我想要更多休息的时间。,今は夜10時20分です。明日は仕事があるので、そろそろ寝ないといけません。もっと休みが欲しいな。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m33d3ghafk2i,2025-10-13 13:29:46.054+00,2025-12-30 12:22:27.532304+00,,,
70,70,1,"我是比较乐观的人。
与其说是个乐观主义者，不如说是努力往乐观的方向想。我觉得如果可以的话，还是那样比较好。","比較的楽観的な方だと思います。
楽観主義というより、楽観的に考えるようにしています。できるならその方がいいと思っているからです。",at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m35qsdyfks2u,2025-10-14 12:40:33.343+00,2025-12-30 12:22:27.63832+00,,,
71,71,1,"我记性很差，不擅长背东西。
因为背一个词时候，我需要记住它的写法，拼音和意思，所以对我来说学汉语很难。我会努力记住更多的词。","記憶力は悪いです。暗記するのが苦手で。
一単語覚えるために書き方、拼音と意味を覚えないといけないので、中国語を勉強するのは私には難しいです。たくさん言葉を覚えるように頑張ります。",at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3aesvn7l22p,2025-10-15 13:44:06.164+00,2025-12-30 12:22:27.74423+00,,,
72,72,1,"我有些担心我的健康。
最近我常常干呕，感觉不舒服。我已经去看过医生了，但还没查出原因。",健康を少し心配しています。最近よくえずいていて、気分が悪いです。医者にはもう行ったのですが、まだ原因はわからないんですよね。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3cqcaathk24,2025-10-16 12:14:51.246+00,2025-12-30 12:22:27.857229+00,,,
73,73,1,"我想改掉不良的姿势。我有驼背的毛病。
不良的姿势对健康不好，我的腰和肩膀都疼。","姿勢を直したいです。猫背なんです。
よくない姿勢は健康に良くないですし、腰も肩も痛いんですよね。",at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3fdxnqta22r,2025-10-17 13:12:10.616+00,2025-12-30 12:22:27.955025+00,,,
74,74,1,"我目前没有打算换发型。因为这样对我来说很舒适，我一直留短发。
还有，我练习格斗技，而且不擅长扎头发，所以短发是个好选择。","今のところ髪型を変えるつもりはありません。個人的に楽なので、ずっと短髪にしています。
それと、格闘技をやっていて、かつ髪を結うのが苦手なので、短髪は良い選択肢なんです。",at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3hdbyj3m22u,2025-10-18 08:05:23.176+00,2025-12-30 12:22:28.070767+00,,,
75,75,1,我喜欢海。在海边长大，所以看到海就心平气和。而且我喜欢吃新鲜的鱼。,海が好きです。海辺で育ったので、海を見ると落ち着きます。それに鮮魚を食べるのが好きなんですよね。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3jomkoa622c,2025-10-19 06:33:28.4+00,2025-12-30 12:22:28.172648+00,,,
76,76,1,我明天要上班。但是不会太忙，下班后会玩游戏。我想玩《宝可梦传说Z-A》！,明日は仕事があります。ものすごく忙しいわけではないので、仕事が終わったらゲームをします。ポケモンZAを進めたいです！☺️,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3mpc4x3ss22,2025-10-20 11:23:31.423+00,2025-12-30 12:22:28.267012+00,,,
77,77,1,我小时候梦想当医生或漫画家。结果我成了程序员。我觉得现在的工作比较开心，还不错。,小さい頃は医者とか漫画家になりたかったです。結果的にはプログラマになりましたが。比較的楽しいので、悪くないですよ。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3pciw5tb22k,2025-10-21 12:12:39.756+00,2025-12-30 12:22:28.366826+00,,,
78,78,1,如果我能在这儿写的话，那就不是黑历史。失败了需要反省，但除此之外，我不太想回忆过去。知道了吗？,ここにかけるなら黒歴史じゃありません。失敗したときは反省が必要ですが、それ以外で自分の過去はあまり思い出したくありません。わかりましたか？,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3rrewhfk22y,2025-10-22 11:44:11.456+00,2025-12-30 12:22:28.467169+00,,,
79,79,1,昨天中午我想做面，就用炉子烧水，但是忘了开火了。我自己都吃了一惊。我太粗心了。,昨日のお昼に麺を作ろうと思ってコンロで水を沸かそうとしたのですが、火をつけるのを忘れていました。自分にびっくりです。不注意がすぎる。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3uc7jomvc2y,2025-10-23 11:50:43.377+00,2025-12-30 12:22:28.567771+00,,,
80,80,1,最近我会先听Claude的意见。不管问谁，都要先整理我自己的想法。整理好之后，再考虑听谁的意见。,最近は最初にClaudeの意見を聞きます。誰に聞くとしても、まず自分の意見を整理する必要があるからです。整理されたら、それから誰の意見を聞いてみるか考えます。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3x3pqn6ps26,2025-10-24 14:32:30.563+00,2025-12-30 12:22:28.684684+00,,,
81,81,1,我会选曼谷。我曾经在曼谷住过一年，感觉很舒服。我喜欢那儿的气候，而且食物也很好吃。,バンコクを選びます。昔1年ほど住んだことがあり、よかったんです。気候が好きで、食べ物も美味しいですから。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m3zp5eghec2i,2025-10-25 15:25:28.093+00,2025-12-30 12:22:28.775568+00,,,
82,82,1,"我买过的最满意的东西是保温杯。
因为我工作的时候经常喝热茶，所以它很方便。天气越来越冷，我觉得今年也会很有用。","買ってよかったのは保温マグですね。
作業中いつも熱いお茶を飲んでいるので、とても便利です。だんだん寒くなっているので、今年も活躍してくれると思います。",at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m43ti4v6uk2d,2025-10-26 11:48:23.73+00,2025-12-30 12:22:28.861838+00,,,
83,83,1,"冬天必备的是电热毯。
冬天工作的时候，我的脚特别冷，所以离不开它。电热毯和保温杯里的热茶是我冬天最重要的伙伴。","冬の必需品は電気毛布です。
冬場に作業時は足がすごく冷えるので、手放せません。電気毛布と保温マグに入れた熱いお茶は、私の冬の重要なお供です。",at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m46lz37ah22z,2025-10-27 14:12:41.668+00,2025-12-30 12:22:28.953955+00,,,
84,84,1,"我有时听中文歌曲。
看了《罗小黑战记》电影后，我就开始听了。还听不懂歌词，我需要多锻炼听力。",ときどき聞きます。映画「羅小黒戦記」をみてから聞き始めました。歌詞が聞き取れないので、もっとリスニング力を鍛える必要があります。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4b6dtpr2c2f,2025-10-28 14:46:09.749+00,2025-12-30 12:22:29.05514+00,,,
85,85,1,"最近我太累了，想不起感动的事情。
虽然有时有开心的事情，但是现在没有余力。
天气越来越冷，我得先把健康调整好。",最近疲れすぎてて感動したこと思い出せません。ときどき楽しいことはあるのですが、今余裕がありません。だんだん寒くなっているし、まず調子を整えないとな。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4djzhggss2n,2025-10-29 13:20:25.695+00,2025-12-30 12:22:29.150452+00,,,
86,86,1,最让我开心的礼物是我好朋友画的灯笼鱼的画！灯笼鱼是我最喜欢的神奇宝贝之一。我很高兴，正在找好的画框。,最近だと友達が描いてくれたチョンチーの絵かな。チョンチーは私が大好きなポケモンの1匹です。すごく嬉しかったので、額縁を探しています。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4ejinbrvs2h,2025-10-29 22:43:41.147+00,2025-12-30 12:22:29.261912+00,,,
87,87,1,我比较擅长整理。但是我经常把东西叠起来放，所以很难维持整洁。快到年底了，我想好好整理一下。,片付けは比較的得意です。でもいつもものを重ねてしまうので維持するのは難しいです。そろそろ年末なので、片付けを進めたいです。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4io64tjsc2r,2025-10-31 14:17:56.021+00,2025-12-30 12:22:29.346868+00,,,
88,88,1,我想说“早点儿睡觉”。我有很多想在周末做的事情，所以我想星期六早点儿起床。这个周末是三连休，所以今天一定要早点儿睡觉。,「早く寝て」と言いたいですね。週末にやりたいことがたくさんあるので、土曜日は早く起きたいんですよね。今週は三連休なので、今日こそ早く寝たいですね。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4kg2rqgo222,2025-11-01 06:58:13.265+00,2025-12-30 12:22:29.431851+00,,,
89,89,1,"因为我有很多想做的事情，所以能做到这些事情的那天让我感到很充实。每周我都想""这个周末要学外语、看电影、运动、玩游戏！""，但实际上因为太累了，最后只是吃饭睡觉就结束了。我需要更多的休息时间。",やりたいことがたくさんあるので、そういうことができた日は充実していると感じます。毎週「週末は外国語勉強して映画見て運動してゲームして〜」と考えているのに実際には疲れていてご飯を食べて寝るだけで終わっています。もっと休暇が必要かな。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4mudg4cck2f,2025-11-02 06:18:54.922+00,2025-12-30 12:22:29.5319+00,,,
90,90,1,"没有特别想做的事情。我不想做伤害别人信任的事，而且也担心能力什么时候会消失。
所以我会照常过日子。",特別なことは何も。信頼や安心を損ねることはしたくないですし、いつ能力が切れるかも心配です。なのでいつも通り過ごします。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4pjuyzrvs26,2025-11-03 07:49:53.243+00,2025-12-30 12:22:29.639313+00,,,
91,91,1,我大概有五十个LINE好友。除了家人和朋友以外，几乎不联系。快到年底了，想清理一下联系人。,だいたい50人くらいです。家族と友人以外はほとんど連絡を取りません。そろそろ年末だし、連絡先整理しようかな。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4sa66iqrs26,2025-11-04 09:34:02.763+00,2025-12-30 12:22:29.726279+00,,,
92,92,1,我不想说我的血型。除了输血，问血型有什么意义呢？不好意思，我不太喜欢被别人根据血型评价我。,血液型言いたくないな〜。輸血以外で血液型効くの意味あります？すみません、血液型を根拠に色々言われるのが好きではなく。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4utge32yc2t,2025-11-05 10:23:57.613+00,2025-12-30 12:22:29.815973+00,,,
93,93,1,我没染过头发。如果要染的话，想染成红色，但是我不想全部染。我对挑染比较感兴趣。,髪を染めたことはありません。もし染めるなら赤が選択肢の一つですが、全体は染めたくないな。インナーカラーに興味があります。,at://did:plc:f2ud37i6vbafoqiu56eplek7/app.bsky.feed.post/3m4xjjihvo22a,2025-11-06 12:04:44.688+00,2025-12-30 12:22:29.934336+00,,,
